,tweet_text,emotion_in_tweet_is_directed_at,Sentiment,brand,processed_text,predicted_sentiment
3491,"standing in back of rm, iPhone plugged in, laptop won't connect but ready for if everything's so great why's no one happy #gsdm #SXSW",N/A,2.0,N/A,stand back rm  iphon plug  laptop wont connect readi everyth great whi one happi gsdm sxsw,Neutral
3492,"{link} - in case you can't get your Google on, check out Star Wars Uncut. It's well worth your time. #sxsw",N/A,2.0,N/A, link   case cant get googl  check star war uncut  well worth time  sxsw,Neutral
3493,"Stopping in for a quick iPhone charge
{link} #SXSW #Macallan",N/A,2.0,N/A,stop quick iphon charg  link  sxsw macallan,Neutral
3494,Over 100 in line at Apple pop-up store; everyone waiting for iPads. First guy arrived at 6:30am (36 degrees then). Badges everywhere #sxsw,iPad,1.0,Apple, line appl popup store  everyon wait ipad  first guy arriv    degre   badg everywher sxsw,Neutral
3495,Standing in line. For the 6th time. #ipad2 #apple #sxsw #popupstore,Apple,1.0,Apple,stand line  th time  ipad appl sxsw popupstor,Positive
3496,Please join me on #FACEBOOK  Hear from my great guests --&gt; @mention @mention @mention     {link} &lt;---- HERE #SXSW,N/A,2.0,N/A,pleas join facebook hear great guest   link   sxsw,Neutral
3497,Wandered in on Google Doodles presentation to see @mention presenting! Fun! #sxsw,Other Google product or service,1.0,Google,wander googl doodl present see present  fun  sxsw,Positive
3498,"Arriving in the US on Wednesday for #sxsw, will be looking for a MicroSIM for using data in my iPhone - anyone know what my options are?",N/A,2.0,N/A,arriv us wednesday sxsw  look microsim use data iphon  anyon know option ,Neutral
3499,Poor Austin. RT @mention iPad 2 launch coincides with Fri afternoon of #SXSW. Apple store employees in Austin may begin weeping now.,N/A,2.0,N/A,poor austin  rt ipad  launch coincid fri afternoon sxsw  appl store employe austin may begin weep ,Neutral
3500,How To Win SXSW: Hint  Its The Same Answer Every Year {link} #BillMurray #HowTo #iPhone #SXSW #TakingBack,N/A,2.0,N/A,win sxsw  hint answer everi year  link  billmurray howto iphon sxsw takingback,Neutral
3501,Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link},N/A,2.0,N/A,cameron sinclair spearhead japan disast relief sxsw via twitter  iphon  link ,Neutral
3502,Cameron Sinclair rallies #jpquake relief effort via Twitter &amp; iPhone from #SXSW. Details in our #sxswi stream: {link},N/A,2.0,N/A,cameron sinclair ralli jpquak relief effort via twitter  iphon sxsw  detail sxswi stream   link ,Neutral
3503,Cameron Sinclair Spearheads #Japan Disaster Relief From #SXSW Via #Twitter &amp; #iPhone {link} #socialmedia #philanthropy,N/A,2.0,N/A,cameron sinclair spearhead japan disast relief sxsw via twitter  iphon  link  socialmedia philanthropi,Neutral
3504,Cameron Sinclair Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone  {link} #sxsw4jp #archforhumanity,N/A,2.0,N/A,cameron sinclair spearhead japan disast relief sxsw via twitter  iphon  link  sxswjp archforhuman,Neutral
3505,a #sxsw find... love @mention #sxswi {link} #iTunes,N/A,2.0,N/A,sxsw find  love sxswi  link  itun,Positive
3506,"Longest line at #sxsw? The Apple Store, of course.  {link}",N/A,2.0,N/A,longest line sxsw  appl store  cours   link ,Neutral
3507,Wait in line at #SXSW apple store for iPad 2,iPad,1.0,Apple,wait line sxsw appl store ipad ,Positive
3508,Still a line at the #SXSW iPad 2 factory {link},N/A,2.0,N/A,still line sxsw ipad  factori  link ,Neutral
3509,Omg the line for the ipad2 at austins apple store is LONG. Alot of #sxsw badges {link},N/A,2.0,N/A,omg line ipad  austin appl store long  alot sxsw badg  link ,Neutral
3510,Why you line people be so dull? Get off your iphone and talk to the person next to you #sxsw,N/A,2.0,N/A,line peopl dull  get iphon talk person next sxsw,Neutral
3511,And the line starts for the @mention pop up store at #SXSW #ipad @mention  {link},N/A,2.0,N/A,line start pop store sxsw ipad  link ,Neutral
3512,Mad mad lines still at the #SXSW Apple pop up store here in Austin #ipad2,Apple,0.0,Apple,mad mad line still sxsw appl pop store austin ipad,Positive
3513,3 block lineup for iPad 2 #sxsw,N/A,2.0,N/A, block lineup ipad  sxsw,Neutral
3514,"The geek influence hit new highs yesterday, when Apple opened a pop-up store at #SXSW for the sale of the iPad 2. {link}",N/A,1.0,N/A,geek influenc hit new high yesterday  appl open popup store sxsw sale ipad    link ,Positive
3515,I'm watching &quot;Designing iPad Interfaces - New Navigation Schemas&quot; at #SXSW. #UXDes,N/A,2.0,N/A,im watch  design ipad interfac  new navig schema  sxsw  uxd,Neutral
3516,Foodspotting #iPhone App a success at #SxSW.  Finding food you crave for. {link},iPad or iPhone App,1.0,Apple,foodspot iphon app success sxsw  find food crave   link ,Positive
3517,"Spearheading #Japan Disaster Relief From #SXSW Via #Twitter &amp; #iPhone (#socialgood #philanthropy)
{link}",N/A,2.0,N/A,spearhead japan disast relief sxsw via twitter  iphon  socialgood philanthropi   link ,Neutral
3518,"good morning #sxsw, I am in the corner of a starbucks smearing banana all over an iphone like a retarded ape. and how was your evening?",N/A,2.0,N/A,good morn sxsw  corner starbuck smear banana iphon like retard ape  even ,Neutral
3519,transferring a bunch of music to the new iphone for #sxsw,N/A,2.0,N/A,transfer bunch music new iphon sxsw,Neutral
3520,CNN is doing a Demo of their TV Everywhere iPhone App with HTML5 Adaptive Bitrate Streaming #SXSW,N/A,2.0,N/A,cnn demo tv everywher iphon app html  adapt bitrat stream sxsw,Positive
3521,I'm spotting a lot of #iPad 2's in the wild here at #SXSW. They only started selling them at 5pm yesterday...,N/A,2.0,N/A,im spot lot ipad   wild sxsw  start sell pm yesterday ,Neutral
3522,Afraid being at #SXSW would make you miss out on buying the new iPad? No worries - Apple is opening a pop up shop there {link},N/A,2.0,N/A,afraid sxsw would make miss buy new ipad  worri  appl open pop shop  link ,Neutral
3523,"This morning at #SXSW: the resurgence of print design, iPad design for boomers, &amp; the NYT on grid layouts. Also, gatorade. #vom",N/A,2.0,N/A,morn sxsw  resurg print design  ipad design boomer   nyt grid layout  also  gatorad  vom,Neutral
3524,"Line forming at popup Apple Store, no sign of Apple yet. #sxsw {link}",N/A,2.0,N/A,line form popup appl store  sign appl yet  sxsw  link ,Neutral
3525,"Were giving away 5 dual compatible juice pack airs for iphone 4 NOW! First come, first serve in front of Hall 3 #winning #SXSW",N/A,2.0,N/A,give away  dual compat juic pack air iphon   first come  first serv front hall  win sxsw,Neutral
3526,"We're giving away a shiny iPad 2 at SXSW Quotables, simply sign up to be entered automatically! &gt;&gt; {link}  #ipad2 #sxsw",N/A,1.0,N/A,give away shini ipad  sxsw quotabl  simpli sign enter automat     link  ipad sxsw,Positive
3527,"Good morning everybody
 The #iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable
#apple",iPad,1.0,Apple,good morn everybodi ipad  take sxsw  video   link  via mashabl appl,Positive
3528,line moving fast! Rt @mention have seen two impressive lines since I'm at #SXSW  the one at the Apple Store &amp; @mention party now,N/A,2.0,N/A,line move fast  rt seen two impress line sinc im sxsw one appl store  parti,Positive
3529,Volunteering for #sxsw has been a lot more boring than expected. My thumbs are already getting tired from such extreme #iPhone usage,N/A,1.0,N/A,volunt sxsw lot bore expect  thumb alreadi get tire extrem iphon usag,Positive
3530,"After typing for 4 days on the iPad, fingers feel seriously weird on a real keyboard. #sxsw #uselessobservations",N/A,2.0,N/A,type  day ipad  finger feel serious weird real keyboard  sxsw uselessobserv,Neutral
3531,Line waiting for new Apple store to open. It will be open for a few days for iPad2 sales only during #SXSW. null,N/A,2.0,N/A,line wait new appl store open  open day ipad  sale sxsw  null,Positive
3532,Good morning from #SXSW. Who is standing in line for the iPad 2 today? I still have my iPad 1 for sale. 64GB WiFi only $450. #fb,N/A,2.0,N/A,good morn sxsw  stand line ipad  today  still ipad  sale  gb wifi    fb,Positive
3533,"nice! having fun? RT @mention At #SXSW with a thirsty gadget? Using @mention Charge Anywhere for my iPhone, happy to share some juice.",N/A,2.0,N/A,nice  fun  rt sxsw thirsti gadget  use charg anywher iphon  happi share juic ,Positive
3534,Google going in Circles about SNS RT @mention We're not launching any products at #SXSW but we're doing plenty else {link},N/A,2.0,N/A,googl go circl sn rt launch product sxsw plenti els  link ,Neutral
3535,"At Designing IPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",N/A,2.0,N/A,design ipad interfac  new navig schema sxsw   link  sxsw uxd,Neutral
3536,Mayer making it clear that Google are going straight after foursquare &amp; gowalla with Google Hotpot. #sxsw,N/A,2.0,N/A,mayer make clear googl go straight foursquar  gowalla googl hotpot  sxsw,Neutral
3537,"Bored during keynote #sxsw, but have an iPad  {link}",iPad,1.0,Apple,bore keynot sxsw  ipad  link ,Positive
3538,I'm debuting my new iPhone &amp; Droid app at #sxsw next year. It makes your phone waterproof &amp; will light your cigarettes for you.,iPhone,1.0,Apple,im debut new iphon  droid app sxsw next year  make phone waterproof  light cigarett ,Positive
3539,"What's going on at #sxsw today? Share photos, video with iReport: {link} or through CNN iPhone app!",N/A,2.0,N/A,what go sxsw today  share photo  video ireport   link  cnn iphon app ,Neutral
3540,Google using Starry Night to demo their streetview-like art project. It's like they're inside my brain. #sxsw,Other Google product or service,1.0,Google,googl use starri night demo streetviewlik art project  like theyr insid brain  sxsw,Positive
3541,I'm thinking that I may actually have to take my laptop to #sxsw. The iPad alone may not be enough on this trip.,iPad,0.0,Apple,im think may actual take laptop sxsw  ipad alon may enough trip ,Unknown
3542,It's amazing that the Apple Pop-Up Austin Store was executed so quickly. 1 week {link} via @mention #SXSW,Apple,1.0,Apple,amaz appl popup austin store execut quickli   week  link  via sxsw,Positive
3543,Been reading the coverage of Apple's pop-up shop at #SXSW. My takeaway? No one can figure out/agree how to punctuate pop-up shop.,N/A,2.0,N/A,read coverag appl popup shop sxsw  takeaway  one figur  agre punctuat popup shop ,Neutral
3544,I'm sporting the new @mention 3 for iOS/iPhone - get it &amp; install it just in time for what ever it is your doing. #4sq #SXSW,iPad or iPhone App,1.0,Apple,im sport new  io  iphon  get  instal time ever  sq sxsw,Positive
3545,Who is going to be first to sport a new #iPad2 at #SXSW? Apple opened a pop up store right by the convention.,N/A,2.0,N/A,go first sport new ipad sxsw  appl open pop store right convent ,Neutral
3546,"Team heading to Big Boi show, thanks to @mention crew.  RT and find the owl for free tattoo {link} #sxsw",N/A,2.0,N/A,team head big boi show  thank crew  rt find owl free tattoo  link  sxsw,Neutral
3547,Stop killing trees! RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link},N/A,2.0,N/A,stop kill tree  rt new post  busi card dead  send card via hashabl sxsw  link ,Neutral
3548,Cops playing w/ iPad 2 at closed Apple store Austin Congress st. #sxsw {link},N/A,2.0,N/A,cop play w  ipad  close appl store austin congress st  sxsw  link ,Neutral
3549,Been playing w/ the Windows7 phone here at #SXSW.The animation is better than an iphone&amp; it does look very interesting!,N/A,0.0,N/A,play w  window  phone sxsw  anim better iphon  look interest ,Unknown
3550,"Good morning, #SXSW. What r u talking abt on Twitter now according to @mention @mention ipad design, geogames and design headaches",N/A,2.0,N/A,good morn  sxsw  r u talk abt twitter accord ipad design  geogam design headach,Neutral
3551,Come to Singapore Roar's Party. The 512 at 6th Street. {link} #sgroars #sxswi #sxsw,N/A,2.0,N/A,come singapor roar parti   th street   link  sgroar sxswi sxsw,Neutral
3552,Come to Singapore Roar's Party. The 512 at 6th Street. {link} #sgroars #sxswi #sxsw #sgrocks @mention,N/A,2.0,N/A,come singapor roar parti   th street   link  sgroar sxswi sxsw sgrock,Neutral
3553,"OK, I definitely need an iPad 2 #SXSW #gadgetenvy",iPad,1.0,Apple,ok  definit need ipad  sxsw gadgetenvi,Positive
3554,"Tried to initiate carpooling in ridonkulous taxi line, geeks all silent. I bet everyone would do it if there was an iPhone app for it. #sxsw",N/A,2.0,N/A,tri initi carpool ridonkul taxi line  geek silent  bet everyon would iphon app  sxsw,Neutral
3555,{link} think I can get my boss to buy our new ipads this weekend? #sxsw,N/A,2.0,N/A, link  think get boss buy new ipad weekend  sxsw,Positive
3556,"Wow, I think I'm the only person at #SXSW that didn't go buy the new iPad yesterday. The new one is THIN!",iPad,1.0,Apple,wow  think im person sxsw didnt go buy new ipad yesterday  new one thin ,Positive
3557,Do you think it will be sucessful? @mention Google Possibly Launching New Social Network. #SXSW {link} ...,N/A,2.0,N/A,think sucess  googl possibl launch new social network  sxsw  link  ,Neutral
3558,"I Added Linkedin =) -  HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",N/A,2.0,N/A,ad linkedin   hootsuit mobil sxsw  updat iphon  blackberri  android  link ,Neutral
3559,"&quot;brains are to zombies what content is to google, they can't get enough&quot; #sxsw #contentrules",Google,1.0,Google, brain zombi content googl  cant get enough  sxsw contentrul,Unknown
3560,GroupMe Wins Best Group Messaging App at SXSWi {link} #FastSociety #iPhone #iPhone4 #SXSW #TexasEvery,iPad or iPhone App,1.0,Apple,groupm win best group messag app sxswi  link  fastsocieti iphon iphon sxsw texaseveri,Positive
3561,"#sxsw begins w/an ADD panel: hyperactivity &amp; distraction-I've used my iPad, iPhone, and BB multiple times in the last 5min #workinprogress",N/A,2.0,N/A,sxsw begin w  add panel  hyperact  distraction use ipad  iphon  bb multipl time last min workinprogress,Neutral
3562,{link} Coinsidence? Sounds like a good strategy to me. Wish I could go to #SXSW,N/A,1.0,N/A, link  coinsid  sound like good strategi  wish could go sxsw,Positive
3563,"@mention Instagram, but it's iPhone only at the moment mister &quot;Has to be cool and different and get an EVO&quot; that SUCKS. #sxsw",iPhone,0.0,Apple,instagram  iphon moment mister  cool differ get evo  suck  sxsw,Negative
3564,A good point! RT @mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology because they don't go to conferences&quot;,Apple,1.0,Apple,good point  rt love  sxsw   appl come cool technolog dont go confer ,Positive
